Gender,10percentage,12percentage,CollegeTier,Degree,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
2,88.0,85.0,1,1,68.0,1,615,605,595,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-2.1698,0.3789,-0.6048,2.301,-0.8608,700000
1,65.4,65.8,2,1,67.69,0,455,495,465,0.436962648056859,495,-1,-1,-1,-1,324,-1,-0.4463,-1.2861,1.547,-0.1076,-0.0943,240000
1,44.16,62.0,2,2,71.6,0,500,510,415,0.974396112538398,615,-1,-1,-1,-1,-1,-1,0.2718,0.8784,0.01,-0.1076,0.4805,215000
2,86.0,96.0,2,1,79.98,1,520,610,735,0.0587928000083534,425,200,284,-1,-1,-1,-1,0.1282,-0.832,-1.2056,0.9066,-1.359,440000
1,64.2,64.0,2,1,67.7,0,395,590,535,0.943272157866555,375,452,-1,-1,-1,-1,-1,-1.4517,-0.4536,0.1637,-0.1076,0.2889,200000
1,49.0,63.0,2,2,88.0,1,310,495,500,-1.0,495,292,-1,-1,-1,-1,-1,-1.1644,-1.9521,-1.0659,0.5262,-1.4356,200000
1,86.34,83.7,2,1,72.19,0,525,435,620,0.486747008438193,445,-1,376,-1,-1,-1,-1,0.99,1.0449,1.8543,0.0192,0.0973,120000
1,82.0,78.0,2,1,64.0,0,395,495,575,0.991397583740291,-1,516,438,-1,-1,-1,-1,-0.5719,-0.4353,-0.7794,-1.7004,-0.5245,265000
1,77.4,81.6,2,1,62.0,0,385,595,454,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,1.2525,0.5323,-0.1295,570000
1,70.58,60.36,2,1,61.44,0,440,385,500,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,0.7119,2.1617,2.9349,0.6721,100000
1,72.0,69.0,2,2,65.5,0,485,475,385,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.1644,-0.2871,0.4711,0.0192,0.585,480000
1,75.4,67.6,2,1,62.7,0,545,570,470,0.207392169717661,335,260,-1,-1,-1,-1,-1,1.2772,0.0459,0.3174,-0.3612,-0.8608,380000
1,79.0,76.0,2,1,68.0,1,415,500,415,0.622642915849938,405,-1,407,-1,-1,-1,-1,0.5591,0.0459,-0.2974,0.2727,-1.0524,350000
1,88.66,87.5,2,1,77.0,1,430,385,370,0.144789889482462,485,-1,284,-1,-1,-1,-1,0.4155,0.0459,-0.9122,-0.995,0.2889,140000
1,87.0,81.0,2,1,74.44,0,635,635,735,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.3555,-0.7473,-0.4891,-0.9953,-0.8799,460000
2,82.0,86.0,2,1,82.0,0,510,595,355,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.2344,1.247,315000
2,86.92,73.8,2,1,73.0,0,395,425,295,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.8463,0.0459,0.01,-1.6289,-0.0943,95000
1,88.0,88.0,2,1,74.74,0,490,545,630,0.356536487724475,575,-1,346,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.1218,-0.0943,350000
1,68.2,55.0,2,1,67.0,0,570,425,470,0.356536487724475,525,-1,346,-1,-1,-1,-1,1.1336,0.5454,2.008,0.3995,0.0973,240000
1,59.2,56.0,2,1,65.0,0,440,555,310,0.911395278391328,555,-1,500,-1,-1,-1,-1,-1.4517,-1.1196,-0.6048,0.9066,-0.8608,180000
1,76.17,78.0,2,1,73.17,0,535,510,620,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-1.4517,0.0459,0.9322,-0.7415,-0.2859,300000
1,83.4,70.0,2,1,78.0,1,665,520,570,0.991230625262871,515,-1,592,-1,-1,-1,-1,0.4155,0.5454,-0.2974,-0.4879,0.8637,800000
1,66.0,66.66,2,1,66.22,0,450,545,765,0.901489571371033,545,-1,-1,-1,-1,-1,-1,0.2009,0.7348,0.5994,1.0024,-0.6035,140000
1,88.7,78.2,2,1,91.0,0,545,520,535,0.459015840492937,-1,-1,-1,376,-1,-1,-1,-2.0262,-3.1176,-1.9881,-0.1076,-3.3518,300000
2,81.6,81.0,2,1,75.85,0,425,505,505,0.622642915849938,495,-1,407,-1,-1,-1,-1,-0.5719,0.8518,0.4906,1.5899,0.1864,300000
1,84.67,77.1,2,1,76.5,1,545,675,655,0.910770164246022,405,433,-1,-1,-1,-1,-1,-1.0355,1.7488,1.2525,0.5323,1.1343,2300000
2,75.0,67.0,2,1,67.0,1,535,485,465,-1.0,-1,-1,-1,-1,-1,-1,-1,1.1336,1.0449,1.0859,-2.136,0.8637,120000
1,78.0,86.7,2,1,74.79,1,495,435,485,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.6646,1.2808,-0.4891,-0.5253,-0.168999999999999,590000
1,66.67,64.08,2,1,55.0,0,435,375,405,-1.0,-1,300,-1,-1,-1,-1,-1,0.2009,-0.2793,-0.344,-0.5253,0.3444,110000
1,74.0,69.0,2,1,72.0,0,545,565,415,0.486747008438193,395,-1,376,-1,-1,-1,-1,-0.159,0.3789,0.7785,-1.5021,-0.2859,205000
2,81.3,77.0,2,1,79.9,0,465,425,270,0.744758354008939,415,-1,438,-1,-1,-1,-1,-0.159,1.0449,0.4711,-0.8682,0.6721,1800000
1,76.0,76.0,2,2,66.0,0,665,365,375,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-2.1175,-0.2793,0.8171,0.8848,-0.6035,540000
1,54.5,57.5,2,1,60.0,0,375,345,355,0.229481754911755,-1,266,-1,-1,-1,-1,-1,-0.1082,0.2668,1.1437,1.2374,-0.2875,360000
1,74.33,77.0,2,1,76.0,0,475,415,565,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.2628,-1.8393,0.0914,-1.3478,0.5024,240000
1,93.94,81.4,2,1,72.44,0,635,605,535,0.960903087163164,595,-1,-1,-1,-1,-1,-1,0.2009,0.3448,0.2366,-1.3478,-0.2875,450000
1,90.46,81.5,2,1,77.0,0,370,450,310,0.338786347219528,405,292,-1,-1,-1,260,-1,-0.3027,-0.4536,0.6248,1.4136,-0.0943,310000
1,72.0,67.0,2,1,68.0,0,415,655,460,0.486747008438193,425,-1,376,-1,-1,-1,-1,0.2718,0.2124,-0.6048,-0.4879,0.6721,150000
1,77.0,82.0,2,2,83.0,0,465,420,535,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.7389,-0.4536,-1.6807,-1.1218,-1.6273,240000
1,55.0,74.0,2,2,81.0,0,385,395,295,0.356536487724475,395,-1,346,-1,-1,-1,-1,1.2772,1.2114,0.9322,-0.6147,1.247,145000
1,91.0,96.7,2,1,80.0,0,645,535,615,0.960603251997053,-1,466,-1,-1,-1,-1,-1,-0.7264,0.6178,-0.2714,-0.05527,0.3444,550000
1,67.0,64.0,2,1,62.0,0,325,370,260,0.0409993103614119,315,-1,223,-1,-1,-1,-1,0.5591,0.2124,0.9322,1.1601,1.4386,110000
1,86.37,80.5,2,1,79.98,0,570,410,500,-1.0,495,-1,-1,-1,-1,-1,-1,0.5591,0.5454,-0.1437,-2.3895,1.0554,505000
1,75.0,75.0,2,1,69.0,0,505,535,565,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.6491,0.8128,-0.0537,0.0035,-0.2875,335000
1,92.8,80.0,2,1,75.69,1,455,445,555,0.376059586651545,315,300,-1,-1,-1,286,-1,0.0464,-0.1232,-0.9245,-0.2902,-1.3934,395000
1,74.67,73.2,2,1,69.64,0,605,560,750,0.979521744319216,625,-1,-1,-1,-1,-1,-1,-1.3447,0.8128,0.2366,-1.1128,0.0679,150000
1,85.3,92.2,2,1,70.24,0,595,690,465,-1.0,465,-1,346,-1,-1,-1,-1,-0.3027,-0.6201,-1.2196,-0.3612,-0.4776,330000
2,61.4,62.8,2,1,69.98,0,375,505,435,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-0.1082,0.6568,0.2366,-0.0552,0.0284,300000
2,77.4,68.8,2,1,75.16,0,625,500,560,0.758379883023504,-1,433,-1,-1,473,-1,-1,0.1282,-0.2871,1.2396,-0.3612,-0.8608,105000
1,84.0,87.7,2,1,70.02,0,510,420,320,-1.0,385,-1,284,-1,-1,-1,-1,1.9953,0.5454,0.1637,0.5262,0.6721,150000
2,87.0,67.23,2,1,75.08,1,295,305,375,0.0139623037868848,-1,-1,-1,-1,-1,-1,-1,0.2782,0.6568,0.2366,2.2949,-0.7615,180000
1,73.07,67.5,2,1,61.93,1,580,640,635,0.649389714846691,-1,356,-1,-1,-1,-1,-1,-0.159,0.0459,-0.2974,-1.1218,-1.8189,300000
1,75.6,59.2,2,1,66.5,0,515,465,625,0.538386892985096,-1,333,-1,-1,-1,260,-1,-0.4173,0.9688,0.672,-1.5828,0.0284,360000
1,79.8,81.2,2,1,80.26,0,515,545,665,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.3448,-1.6502,0.26793,-0.1295,490000
1,82.6,68.4,2,1,72.0,0,570,500,590,-1.0,-1,-1,-1,-1,-1,-1,-1,0.99,-0.6201,-0.4511,0.3995,-1.0524,350000
1,89.5,94.9,2,1,72.95,1,635,535,645,0.960603251997053,415,466,-1,-1,-1,526,-1,1.2056,1.1248,0.2366,-0.5253,0.0284,150000
1,64.62,62.5,2,1,77.7,1,545,410,560,0.622642915849938,515,-1,407,-1,-1,-1,-1,-1.5953,0.5454,-2.9102,1.794,1.0554,100000
1,89.6,85.56,2,1,66.56,0,535,690,620,0.943272157866555,475,452,-1,-1,-1,-1,-1,-0.0154,0.5454,-0.2974,-0.8682,-0.0943,335000
1,75.0,84.0,2,1,83.86,0,625,575,725,0.995464718630865,685,-1,-1,-1,-1,-1,-1,-0.4173,0.0328,-2.1219,-1.34787,0.1864,420000
2,91.12,72.0,2,1,74.0,1,490,470,585,0.953899775079926,475,-1,530,-1,-1,-1,-1,1.1336,1.5444,1.547,-1.7556,-0.0943,235000
1,75.0,66.0,2,1,62.5,0,464,575,395,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.1888,-1.5051,0.8848,-0.8799,60000
1,78.2,82.0,1,1,67.0,0,720,530,500,0.649389714846691,475,356,-1,-1,-1,-1,-1,-1.7389,-1.2861,-1.6807,1.2869,-1.6273,610000
1,76.36,71.5,2,1,60.13,0,445,465,355,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.9737,0.6568,-0.344,-1.2303,-0.6035,115000
1,90.83,88.77,1,1,72.6,1,675,685,585,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-0.7264,0.0328,-1.6502,-0.8778,-0.1295,4000000
1,84.4,88.0,2,2,81.5,0,430,555,535,0.943272157866555,345,452,-1,-1,-1,-1,-1,-0.0154,0.3789,-0.6048,-1.1218,0.8637,180000
2,74.2,65.6,2,1,68.66,0,335,525,475,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-1.3447,-1.5273,0.8171,-0.0552,-1.2354,350000
1,87.4,75.14,2,1,89.4,0,660,380,680,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-1.2486,0.2889,250000
1,87.0,76.8,2,1,69.93,0,720,620,500,0.938399136791175,-1,-1,-1,-1,553,-1,-1,-0.4463,-0.1206,-0.1437,0.9066,-1.8189,225000
1,63.0,56.0,2,1,69.4,0,430,545,545,0.911395278391328,-1,-1,500,-1,-1,-1,-1,0.2718,-0.1206,1.2396,0.2727,0.8637,145000
1,78.0,68.0,2,1,68.16,0,570,435,270,-1.0,285,-1,-1,-1,-1,-1,-1,1.5644,0.7119,-1.2196,-0.4879,1.4386,265000
1,83.0,65.0,2,1,65.0,1,485,385,445,0.783303536670298,405,388,-1,-1,-1,-1,-1,-0.5899,0.7119,0.6248,0.1459,0.6721,205000
2,69.6,68.0,2,1,70.29,0,395,505,525,0.783303536670298,455,388,-1,-1,-1,-1,-1,0.1282,-0.4536,0.1637,0.3995,-0.4776,120000
1,73.5,71.8,2,1,83.9,1,535,605,665,0.998876108102859,735,-1,653,-1,-1,-1,-1,1.4208,1.0449,0.6248,0.2727,1.247,340000
1,75.0,70.0,2,1,80.0,0,385,505,545,0.229481754911755,335,266,-1,-1,-1,-1,-1,0.6646,-0.2793,-0.0537,1.4724,0.0284,280000
1,79.8,66.8,2,1,73.12,0,580,510,340,0.953899775079926,375,-1,530,-1,-1,-1,-1,-0.5899,0.0459,1.2396,0.2727,-0.4776,200000
1,62.8,60.0,2,1,70.26,0,345,455,554,0.21678548596901,325,-1,-1,-1,-1,-1,-1,0.2009,-0.6693,0.2729,1.2374,-0.4455,120000
1,55.0,69.0,2,2,75.0,0,365,305,545,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,1.2525,0.7673,0.3444,505000
1,84.0,74.8,1,1,67.0,0,625,560,620,0.911395278391328,615,-1,500,-1,-1,-1,-1,-1.7389,0.0459,-1.8344,-0.7415,-0.8608,300000
1,79.0,87.9,2,1,66.0,1,315,435,355,0.356536487724475,335,-1,346,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.6147,0.8637,1500000
2,85.0,93.4,2,1,76.16,1,525,605,595,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.4173,1.0858,-0.2714,-0.407769999999999,0.0284,820000
1,85.0,80.0,2,1,63.0,0,660,585,620,0.0219691089363428,-1,164,376,-1,-1,-1,-1,1.2772,-0.6201,-0.1437,-1.6289,-0.0943,305000
1,79.0,78.0,2,1,73.0,0,485,610,575,0.493596387301038,495,324,-1,-1,-1,-1,-1,-2.0262,0.3789,-1.2196,0.3995,0.6721,180000
1,60.0,47.0,2,1,59.9,0,395,400,390,0.486747008438193,305,-1,376,-1,-1,-1,-1,0.8463,-0.2871,0.01,0.2727,0.0973,120000
1,77.88,81.5,2,1,58.54,0,630,580,485,0.436962648056859,395,-1,-1,-1,-1,324,-1,-0.8772,-1.2861,-0.9122,1.9207,0.4805,95000
2,90.8,77.0,1,1,77.0,1,520,630,680,0.23780283983757,425,-1,315,-1,-1,-1,-1,-1.0208,0.8784,1.2396,-0.1076,1.6302,300000
2,74.4,53.33,2,1,63.2,1,404,505,435,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.5332,-0.1232,-0.0537,1.3255,0.5024,200000
1,80.2,79.8,2,1,75.72,0,415,435,554,0.978855302392712,-1,-1,-1,564,-1,-1,-1,0.9737,1.4368,0.0914,-0.43717,-0.4455,415000
1,81.83,89.1,2,1,65.4,0,465,510,450,-1.0,-1,-1,-1,-1,-1,-1,-1,0.8463,1.2114,0.3174,-1.6289,-0.2859,110000
1,71.0,61.0,2,1,74.43,0,440,435,485,0.755375120895548,-1,-1,-1,446,-1,-1,-1,1.4208,1.0449,1.2396,0.5262,1.247,210000
1,81.6,75.6,1,1,82.1,0,555,554,605,0.694479327708463,-1,366,-1,-1,-1,-1,-1,-1.8083,-0.4353,0.672,-1.3478,-0.9194,700000
2,85.06,76.5,1,2,83.5,1,605,640,695,0.991397583740291,435,516,-1,-1,-1,-1,-1,-1.5953,-1.1196,-1.0659,-1.2486,-0.2859,350000
2,84.0,89.3,2,1,79.0,1,500,375,520,0.356536487724475,285,-1,346,-1,-1,-1,-1,1.4208,1.7109,1.2396,0.1459,0.6721,300000
2,59.6,67.6,2,1,74.0,0,435,545,455,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.2782,0.8128,0.5269,-0.34897,-0.6035,240000
1,88.16,92.5,2,1,61.2,0,495,575,625,0.98374996654107,635,-1,-1,-1,-1,-1,-1,1.4374,1.9048,0.9623,0.4442,0.5024,490000
1,88.0,81.4,2,1,75.57,0,705,625,625,0.997427833228017,705,-1,-1,-1,-1,-1,-1,0.51,1.2808,0.0914,-0.7603,0.5024,650000
1,74.0,63.0,2,1,65.0,0,375,445,445,0.0233121682429863,-1,166,-1,-1,-1,260,-1,0.51,-0.7473,0.672,-0.7603,0.0284,600000
1,80.8,66.2,2,1,87.5,1,535,515,475,0.229481754911755,425,266,-1,-1,-1,366,-1,0.3555,0.3448,0.672,-1.1128,-0.1295,250000
1,68.0,78.0,2,1,63.2,0,500,555,665,0.978799292641428,615,-1,561,-1,-1,-1,-1,-0.3027,-1.9521,-0.6048,0.653,-0.0943,335000
1,82.0,62.0,2,1,62.0,0,640,535,590,0.953899775079926,475,-1,530,-1,-1,-1,-1,1.2772,0.5454,1.8543,-0.995,0.0973,350000
2,85.6,69.6,2,1,76.6,0,535,535,400,0.744758354008939,-1,-1,438,-1,-1,-1,-1,-1.1644,-0.2871,-1.6807,0.3995,-1.6273,150000
1,56.2,70.0,1,1,73.25,1,500,440,455,0.694479327708463,-1,366,-1,-1,-1,-1,-1,0.99,-0.7866,0.1637,1.0333,0.2889,200000
1,74.0,72.0,2,1,62.1,0,590,670,500,0.783303536670298,475,388,-1,-1,-1,-1,-1,-0.4463,0.0459,0.9322,-1.8824,0.4805,320000
2,95.0,85.0,2,1,67.0,1,535,510,485,0.193768441980019,375,-1,-1,-1,324,-1,-1,0.8463,0.7119,0.01,-2.2627,1.0554,315000
2,84.4,74.6,2,1,77.26,0,385,510,310,0.276047228046856,345,-1,-1,-1,-1,-1,-1,0.2718,-0.2871,-1.6807,-0.2344,-0.4776,275000
1,58.17,64.31,2,1,65.33,1,485,315,545,0.144789889482462,445,-1,284,-1,-1,-1,-1,0.2718,0.2124,-0.1437,0.2727,-0.8608,330000
1,77.0,70.0,2,1,66.72,0,525,590,635,0.112139438207403,-1,228,-1,-1,-1,388,-1,-0.0154,-0.2871,-1.527,-0.4879,-2.2021,250000
2,84.4,79.4,2,1,80.0,0,520,555,560,0.376059586651545,-1,300,-1,-1,-1,340,-1,1.4208,0.3789,1.0859,-0.6147,0.8637,400000
1,70.2,67.4,2,1,66.0,0,420,455,440,0.165633091512476,305,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.3174,0.3995,1.0554,120000
1,71.76,61.5,2,1,70.09,0,430,365,355,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-0.3027,0.8784,0.6248,1.1601,1.0554,130000
1,72.0,55.0,2,1,61.0,0,555,555,385,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.4463,-0.1206,-1.0659,-0.1076,-0.0943,240000
2,76.93,79.5,2,1,63.25,0,394,475,515,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.2009,0.9688,-1.7954,-0.4078,0.5419,100000
1,80.4,80.0,2,1,66.74,0,535,615,625,0.824666400671332,355,400,-1,-1,-1,-1,-1,-1.0355,-0.4353,-2.6662,-0.7603,0.3444,650000
2,75.0,71.6,2,1,75.04,0,465,535,555,0.649389714846691,345,356,-1,-1,-1,473,-1,-0.3027,-0.6201,-3.525,-0.2344,-1.4356,300000
1,59.0,55.0,2,1,66.0,0,325,410,370,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-3.1752,-0.1206,0.4711,1.6672,0.4805,95000
1,79.0,72.0,1,1,78.96,1,565,475,615,0.229481754911755,485,266,-1,-1,-1,-1,-1,1.4374,1.9048,1.2525,-0.26087,0.8183,240000
1,93.07,90.0,2,1,66.0,0,485,450,455,0.59828069148683,-1,-1,-1,407,-1,-1,-1,-0.3027,-1.4526,-0.2974,1.2869,-1.4356,145000
2,87.0,75.0,2,1,65.0,0,435,565,575,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2511,1.58992999999999,-0.9194,420000
2,78.0,66.67,2,2,64.67,1,365,464,375,0.23780283983757,425,-1,315,-1,-1,-1,-1,-1.1644,-0.1206,-0.2974,-1.2486,0.8637,160000
1,75.1,63.9,2,1,60.65,0,475,455,525,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-0.4595,0.0328,-1.7083,0.2759,0.7657,240000
2,80.0,78.0,2,1,80.35,0,500,505,565,0.622642915849938,495,-1,407,-1,-1,-1,-1,0.1282,0.7119,0.4711,-1.3753,-0.2859,300000
2,77.7,85.3,2,1,83.9,1,464,435,554,0.700826161753383,464,-1,-1,-1,-1,-1,-1,-1.3447,-1.2153,-0.6343,-0.2902,-1.0774,530000
1,82.0,76.5,2,1,61.0,1,615,525,680,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-1.308,-0.2871,-0.6048,0.2727,-1.244,405000
2,81.0,76.0,2,1,81.0,0,675,570,355,0.911395278391328,515,-1,500,-1,-1,-1,-1,-0.0154,0.7119,-0.7585,1.0333,0.4805,90000
1,74.0,65.4,2,1,68.0,0,500,580,665,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.2718,0.5454,-0.4511,-0.7415,-0.2859,200000
1,77.2,86.1,2,1,71.0,0,560,485,450,0.622642915849938,485,-1,407,-1,-1,-1,-1,-0.0154,1.2114,1.0859,-1.5021,0.2889,340000
1,78.66,70.6,2,1,74.96,0,415,485,530,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.4173,0.1498,-0.598,0.6498,0.1864,215000
2,75.4,75.6,2,1,80.7,0,625,515,535,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.3555,1.1248,0.672,0.5323,1.4502,240000
1,68.2,61.2,2,1,67.6,0,640,555,585,0.622642915849938,475,-1,407,-1,-1,-1,-1,0.4155,0.2124,-0.2974,-1.3753,-0.2859,325000
1,65.8,67.6,2,2,66.35,0,475,485,535,0.622642915849938,445,-1,407,-1,-1,-1,-1,-0.7335,-0.4536,0.4711,0.2727,0.4805,320000
1,80.4,80.6,2,1,65.12,1,545,450,525,-1.0,275,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-2.2954,-0.995,-0.8608,240000
1,82.0,94.6,2,1,81.56,0,525,605,740,-1.0,395,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,1.547,-0.6147,0.2889,180000
1,66.67,76.0,2,1,73.46,0,735,580,570,-1.0,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.4536,-1.2196,-1.2486,-2.0105,245000
1,65.0,76.6,2,1,72.0,0,625,535,605,0.968237495890543,605,-1,-1,-1,-1,-1,-1,0.2009,0.1888,-0.9245,0.0623,-0.2875,400000
1,75.4,74.7,2,1,63.1,0,665,665,635,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.2628,0.3448,0.3817,-1.1128,-1.0774,240000
1,71.4,68.8,2,2,79.1,0,395,425,590,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-1.7389,-2.1186,-2.2954,0.0192,-1.8189,170000
1,77.2,79.8,1,1,74.0,0,415,450,500,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.4463,-0.1206,-0.4511,0.653,-0.2859,180000
1,81.2,68.4,2,1,67.98,0,505,525,525,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.7264,1.1248,0.0914,2.53,0.8183,425000
1,83.0,83.0,2,1,75.4,0,580,570,825,0.968237495890543,605,-1,-1,-1,-1,-1,-1,0.5591,0.2124,0.01,-0.1076,-0.2859,480000
1,73.4,65.8,2,1,68.0,0,455,505,630,0.356536487724475,355,-1,346,-1,-1,-1,-1,-1.1644,0.0459,-0.6048,-1.2486,-1.0524,180000
1,89.3,76.4,1,1,76.91,1,535,465,605,0.538386892985096,-1,333,-1,-1,-1,366,-1,-2.272,-0.4353,-0.344,2.4125,0.1864,140000
2,64.8,75.2,2,1,67.2,0,430,455,320,0.112139438207403,-1,228,-1,-1,-1,356,-1,0.7027,0.5454,0.9322,0.7798,0.4805,150000
1,74.8,75.4,2,1,64.19,0,605,435,525,0.694479327708463,-1,366,-1,-1,-1,-1,-1,-1.0135,-0.2793,-0.1988,0.7493,-0.2875,345000
1,68.6,64.8,2,1,60.3,0,535,555,560,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,-0.1206,0.01,-0.6147,-0.8608,300000
2,90.27,95.41,2,1,85.0,0,380,580,445,0.694479327708463,405,366,-1,-1,-1,340,-1,-0.4463,-0.1206,0.6248,1.2869,1.0554,180000
1,73.5,67.0,2,1,66.6,0,555,520,500,0.793580614548506,495,-1,-1,-1,-1,-1,-1,1.4208,0.5454,0.7785,-2.2627,-0.0943,190000
1,62.34,59.0,2,1,66.66,0,565,395,555,0.229481754911755,-1,266,-1,-1,-1,340,-1,0.8192,-0.1232,-0.9245,-0.0552,1.1343,240000
1,63.0,62.0,2,1,79.0,1,580,535,455,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-1.4688,1.9424,-1.3934,445000
2,81.0,77.0,2,1,77.0,0,505,475,505,0.124502074009537,385,233,-1,-1,-1,-1,-1,-0.1082,-0.4353,-0.6343,0.7673,1.2923,500000
2,83.0,72.9,2,1,68.5,0,360,325,325,0.163630926631106,-1,-1,-1,-1,313,-1,-1,0.4155,-0.2871,-0.4511,0.7798,-0.0943,215000
1,87.3,89.9,2,1,67.2,1,500,525,705,0.744758354008939,645,-1,438,-1,-1,-1,-1,0.1282,0.5454,0.01,-1.5021,-0.0943,600000
1,78.6,69.4,2,1,74.3,0,420,445,510,0.486747008438193,505,-1,376,-1,-1,-1,-1,1.4208,0.7119,-0.2974,-1.6289,-0.2859,350000
1,77.0,77.14,2,1,74.36,1,590,400,560,0.0669607065028304,-1,-1,-1,253,-1,-1,-1,0.8463,-0.6201,0.6248,0.3995,1.4386,300000
1,65.0,45.0,2,1,72.0,0,395,635,495,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.2628,-0.5523,-0.598,0.0623,-0.1295,180000
1,73.06,73.67,2,1,59.5,0,395,485,415,0.978855302392712,-1,-1,-1,564,-1,-1,-1,-0.4173,0.3448,-1.2148,-0.2902,-0.7615,390000
1,93.4,63.0,2,1,67.8,0,675,645,665,0.536782666535172,355,-1,-1,-1,-1,-1,356,-0.5899,0.2124,0.3174,1.0333,-0.8608,405000
1,85.0,76.0,2,1,71.0,1,570,520,430,0.819416529835888,505,-1,-1,-1,-1,-1,-1,1.5644,1.2114,0.6248,0.3995,0.8637,350000
1,65.85,56.22,2,1,58.7,1,335,525,565,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.2056,1.4368,1.9782,1.9424,0.0284,240000
1,64.6,59.8,2,1,69.02,1,430,460,415,0.622642915849938,455,-1,407,-1,-1,-1,-1,-0.8772,-2.1186,0.1637,0.653,-3.3518,200000
1,71.2,72.0,2,1,76.9,0,430,530,630,0.996744486852253,645,-1,623,-1,-1,-1,-1,0.7027,1.0449,-0.6048,-0.2344,0.2889,265000
2,82.88,87.33,2,1,77.4,0,545,505,544,0.338786347219528,315,292,-1,-1,-1,-1,-1,0.7027,0.5454,0.7785,0.0192,-0.4776,220000
1,60.0,64.0,2,1,70.0,0,595,425,425,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.4173,0.8128,-0.344,0.4148,0.3444,240000
1,74.4,74.4,2,1,69.11,0,585,415,505,0.535862819499896,235,366,-1,393,-1,-1,320,-0.1082,1.1248,-0.1988,0.0623,0.3444,350000
1,86.53,71.55,2,1,78.5,0,515,505,454,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,0.8171,-0.8778,0.3444,480000
1,65.0,55.55,2,1,65.66,0,335,460,400,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.8825,-2.2851,-1.8344,0.1459,-1.4356,165000
1,80.0,94.5,2,1,80.0,1,385,435,385,0.376059586651545,375,300,-1,-1,-1,-1,-1,-0.1082,-0.7473,-0.4891,-0.4078,-0.6035,350000
1,71.0,75.0,2,1,81.02,1,575,455,605,0.538386892985096,-1,333,-1,-1,-1,340,-1,-0.7264,-0.9033,-0.4891,-0.1727,-1.3539,500000
